N15000-0.00167I0-C61-5-QS5T50W10P500-AN20RN20CN0-ECS50-COONNNN-5;2,8666667;50,0000000;
S;1,9250317;0,0000000;
V;3,5822222;0,0000000;
Intervallo;[2,27024 , 3,46310];[50,00000 , 50,00000];
N2000-0.0025I0-C61-5-QS5T25W10P100-AN20RN20CN0-ECS50-COONNNN-5;10,6000000;50,0000000;
S;2,1270021;0,0000000;
V;4,3733333;0,0000000;
Intervallo;[9,94099 , 11,25901];[50,00000 , 50,00000];
