5;22744;103631;27588;24;5;28889;105004;16649;6;5;21320;105414;22222;38;5;23079;110128;12623;0;5;1755;111229;41803;7;5;3144;81523;64824;647;5;27774;101925;22748;24;5;249;91754;64615;137;5;5319;99015;46085;298;5;22815;98798;28801;68;0;0;0;0;0;0;0;0;0;0;
5;29082;94188;30355;71;5;3035;107020;43285;100;5;43164;86086;27672;29;5;21609;106277;23726;17;5;19457;112865;13436;1;5;863;81584;66615;4712;5;4606;115355;31732;2;5;24977;84407;39523;909;5;217;94939;62818;120;5;18713;90391;45893;161;0;0;0;0;0;0;0;0;0;0;
5;55433;85629;15339;76;5;19089;76742;48570;3142;5;21147;110782;19002;1;5;14495;87998;48177;530;5;8505;107364;40386;11;5;2444;108792;44250;27;5;30752;96306;26953;34;5;25434;110067;14292;0;5;9103;116052;26499;2;5;20640;109815;20592;0;0;0;0;0;0;0;0;0;0;0;
5;9604;99763;41559;79;5;526;83856;65836;1224;5;38735;91805;21349;35;5;14731;93949;43311;185;5;27156;106228;15242;10;5;15279;92763;38344;248;5;30877;85550;39544;107;5;10593;88217;48148;930;5;14742;102088;31136;69;5;10044;97180;38730;380;0;0;0;0;0;0;0;0;0;0;
5;16174;113051;19889;0;5;27062;85844;35505;761;5;2072;98558;53509;150;5;28250;105223;14455;5;5;13904;105164;36333;29;5;3487;107628;42492;68;5;11427;112039;29139;7;5;13421;107961;31399;11;5;20550;98670;30664;83;5;22999;96376;33719;86;0;0;0;0;0;0;0;0;0;0;
5;9921;110416;28927;2;5;16297;88019;44370;224;5;20575;101624;21840;105;5;5661;105824;38648;35;5;34702;98351;17886;1;5;19894;97880;33423;52;5;13762;91995;39288;415;5;13294;111515;19902;5;5;17199;107001;22498;11;5;1193;110472;40706;9;0;0;0;0;0;0;0;0;0;0;
5;38998;94560;17261;12;5;16003;94026;34668;590;5;11080;86330;48637;683;5;10025;102521;33764;147;5;13184;113740;16418;2;5;30179;103736;12152;1;5;38344;97368;12174;5;5;22489;103491;22033;13;5;30772;102588;13011;9;5;3754;108416;38034;37;0;0;0;0;0;0;0;0;0;0;
5;6284;76631;59625;4680;5;36616;91581;23514;45;5;18587;108094;22788;7;5;18978;109414;16976;14;5;17652;103348;29341;34;5;14286;110112;23692;17;5;13080;107724;29456;27;5;36143;94493;22191;21;5;2723;105034;44325;111;5;16921;100199;36485;35;0;0;0;0;0;0;0;0;0;0;
5;20908;112779;9686;0;5;22869;108646;16663;2;5;18740;114186;9395;0;5;1161;103982;51322;13;5;1202;96320;56326;154;5;24341;92398;32202;293;5;12530;116061;17180;0;5;21000;106786;18998;12;5;21722;95101;32449;338;5;3183;104450;44937;80;0;0;0;0;0;0;0;0;0;0;
5;7905;94586;54258;74;5;362;102131;56859;41;5;32746;91430;29658;80;5;16467;101593;29090;256;5;5094;107369;40000;39;5;20969;110968;16217;7;5;12685;97346;48766;55;5;7933;105836;40623;68;5;20246;111335;16829;5;5;4772;110242;40382;26;0;0;0;0;0;0;0;0;0;0;
