14784300;
14851000;
14816097;
14748150;
14790353;
14730062;
14713708;
14754757;
14776149;
14816000;
14767663;
14766948;
14767500;
14747392;
14768400;
14775800;
14807948;
14767393;
14706464;
14844306;
14718200;
14785261;
14769641;
14749152;
14770866;
14814194;
14770883;
14787559;
14770000;
14821400;
