5;597662;253984;0;0;5;534296;331468;0;0;5;527878;325678;0;0;5;454530;424054;0;0;5;383970;456158;281;0;5;380835;470269;1362;0;5;390350;456225;373;0;5;500108;384985;0;0;5;446743;390487;2917;0;5;248505;563398;5708;0;0;0;0;0;0;0;0;0;0;0;
5;433729;428142;446;0;5;367001;434716;10236;0;5;257883;571069;7670;0;5;595005;275999;0;0;5;484763;395541;77;0;5;229080;563571;9064;0;5;691009;168083;0;0;5;347496;459271;9960;0;5;517124;349282;15;0;5;286705;521587;14033;0;0;0;0;0;0;0;0;0;0;0;
5;531221;330720;19;0;5;413768;414819;2767;0;5;504658;373900;0;0;5;277583;529599;3087;0;5;421133;444451;0;0;5;241840;593975;90;0;5;283168;525967;8447;0;5;209337;601644;14036;0;5;577065;306008;0;0;5;352149;492617;5468;0;0;0;0;0;0;0;0;0;0;0;
5;381703;479439;11482;0;5;249350;554157;3594;0;5;286179;539703;1776;0;5;431787;434137;825;0;5;388459;452016;651;0;5;161971;623655;19411;0;5;402701;436867;19;0;5;518205;373690;0;0;5;450462;388638;307;0;5;378926;469158;130;0;0;0;0;0;0;0;0;0;0;0;
5;417684;423615;9462;0;5;490492;382964;75;0;5;305906;507564;5533;0;5;376141;467765;0;0;5;407547;440925;75;0;5;596382;271211;0;0;5;319072;501015;1246;0;5;316992;517771;5990;0;5;384559;464773;166;0;5;483799;373574;0;0;0;0;0;0;0;0;0;0;0;0;
5;478288;379184;6446;0;5;414792;443073;3141;0;5;561188;306401;0;0;5;514313;358204;0;0;5;309331;537716;4930;0;5;370854;470949;4155;0;5;636346;231070;0;0;5;550079;324894;0;0;5;500076;389478;0;0;5;366549;492507;1933;0;0;0;0;0;0;0;0;0;0;0;
5;310614;518600;6533;0;5;297122;531460;26666;0;5;438787;388032;11594;0;5;455351;358745;336;0;5;369809;442627;8855;0;5;186978;585874;9659;0;5;373407;426463;12637;0;5;387432;448422;10413;0;5;348233;485361;2308;0;5;394850;435779;7666;0;0;0;0;0;0;0;0;0;0;0;
5;357322;473380;18309;0;5;263966;553697;86;0;5;440811;432739;0;0;5;388373;451036;1239;0;5;333545;477978;12818;0;5;310047;520306;2172;0;5;422440;443421;47;0;5;434611;405086;14145;0;5;236762;589546;2285;0;5;499570;376091;450;0;0;0;0;0;0;0;0;0;0;0;
5;437311;430033;2758;0;5;204711;609200;962;0;5;427812;428136;12384;0;5;611625;247941;0;0;5;129424;649206;24799;0;5;571327;285926;0;0;5;545660;316853;0;0;5;500045;343581;84;0;5;622309;228950;0;0;5;312716;533437;5015;0;0;0;0;0;0;0;0;0;0;0;
5;478614;385819;5561;0;5;606037;251693;0;0;5;541325;315769;226;0;5;500754;349630;1823;0;5;296842;496219;8635;0;5;500792;377979;0;0;5;477329;408036;0;0;5;422065;466139;0;0;5;473684;415504;0;0;5;332390;466360;22233;0;0;0;0;0;0;0;0;0;0;0;
5;326156;516030;8086;0;5;468635;362886;451;0;5;561253;304746;0;0;5;500055;384426;0;0;5;340693;514485;21514;0;5;570486;319501;0;0;5;429125;415373;8878;0;5;366947;483674;113;0;5;189440;613693;9553;0;5;266458;566993;1944;0;0;0;0;0;0;0;0;0;0;0;
5;533352;313594;0;0;5;354512;452167;20038;0;5;449465;434006;0;0;5;509990;368685;19;0;5;78398;681375;19379;0;5;573961;313771;0;0;5;484845;349073;0;0;5;345767;494114;11241;0;5;430626;440949;583;0;5;594484;280082;0;0;0;0;0;0;0;0;0;0;0;0;
5;479829;378469;0;0;5;366789;506920;0;0;5;435997;450126;0;0;5;278321;517253;9712;0;5;444587;413755;71;0;5;595580;294572;0;0;5;556714;336484;0;0;5;358536;474223;376;0;5;424569;417858;420;0;5;478580;362846;815;0;0;0;0;0;0;0;0;0;0;0;
5;260144;520700;15610;0;5;501012;375786;0;0;5;433219;411048;16924;0;5;510738;353588;612;0;5;513748;320684;1298;0;5;370758;470761;5637;0;5;546182;276653;2947;0;5;328880;504766;2317;0;5;523398;353039;0;0;5;508882;350752;0;0;0;0;0;0;0;0;0;0;0;0;
5;602286;274299;0;0;5;562840;286876;0;0;5;329723;528482;0;0;5;596710;301158;0;0;5;605167;280207;0;0;5;420179;398887;6011;0;5;556525;351179;0;0;5;536087;323409;0;0;5;486601;382732;0;0;5;544876;323155;0;0;0;0;0;0;0;0;0;0;0;0;
5;469418;363306;9823;0;5;274183;544829;4929;0;5;218258;586448;9424;0;5;568276;319258;0;0;5;220604;554006;31193;0;5;308327;517698;9302;0;5;596546;302389;0;0;5;365634;482063;1044;0;5;569835;293889;0;0;5;258255;534683;1287;0;0;0;0;0;0;0;0;0;0;0;
5;452208;418287;1941;0;5;172561;631672;1083;0;5;282687;546580;11542;0;5;605348;274657;0;0;5;475545;414000;0;0;5;379694;451776;12659;0;5;584159;268019;0;0;5;438417;387423;17372;0;5;627553;249853;0;0;5;585065;309862;0;0;0;0;0;0;0;0;0;0;0;0;
5;292632;531172;8578;0;5;387044;429834;9701;0;5;372883;504017;0;0;5;473751;396328;2551;0;5;440508;425988;0;0;5;327911;512438;11211;0;5;365896;448545;13694;0;5;344317;482014;12128;0;5;359770;486514;34;0;5;410517;449333;2115;0;0;0;0;0;0;0;0;0;0;0;
5;431352;397639;42;0;5;327329;514369;304;0;5;564796;294239;0;0;5;255662;564594;1209;0;5;291067;541574;555;0;5;338293;468427;11624;0;5;170664;613403;33355;0;5;487617;333930;4647;0;5;495432;330070;725;0;5;471279;383212;4667;0;0;0;0;0;0;0;0;0;0;0;
5;203488;598501;16023;0;5;256684;557540;4980;0;5;282632;559695;3281;0;5;296387;518824;19646;0;5;475611;396770;196;0;5;256181;543086;20110;0;5;540042;307405;4516;0;5;451621;376975;2907;0;5;456893;401195;0;0;5;351975;485294;3069;0;0;0;0;0;0;0;0;0;0;0;
5;488807;357172;6027;0;5;545177;338560;0;0;5;371902;483324;8125;0;5;317215;537386;0;0;5;310396;534855;11834;0;5;606199;244052;0;0;5;295436;516201;3204;0;5;298951;500034;13132;0;5;511400;365971;0;0;5;649494;220764;0;0;0;0;0;0;0;0;0;0;0;0;
5;467254;389730;0;0;5;431380;437205;114;0;5;320577;507479;1884;0;5;497367;388929;0;0;5;446321;384030;483;0;5;309297;525826;16630;0;5;386432;490869;0;0;5;396246;426464;1186;0;5;557699;298501;0;0;5;471402;376795;77;0;0;0;0;0;0;0;0;0;0;0;
5;310744;512537;2808;0;5;367385;489717;3500;0;5;379024;476531;33;0;5;495912;345676;42;0;5;390005;403813;10226;0;5;513039;359337;114;0;5;507758;338017;4663;0;5;288500;552807;1267;0;5;694208;143098;0;0;5;380754;446384;16704;0;0;0;0;0;0;0;0;0;0;0;
5;433920;449856;0;0;5;450077;409995;8638;0;5;402117;465280;0;0;5;399743;458111;222;0;5;371086;461431;15563;0;5;375498;467402;0;0;5;468454;384265;68;0;5;443574;395103;1111;0;5;170387;626976;12949;0;5;445158;410204;3661;0;0;0;0;0;0;0;0;0;0;0;
5;414286;432799;0;0;5;334065;506725;3820;0;5;355165;509381;150;0;5;443527;411446;4852;0;5;353605;493033;13753;0;5;312346;518762;517;0;5;564968;311693;0;0;5;469563;341581;1514;0;5;501849;360765;434;0;5;383006;474440;5134;0;0;0;0;0;0;0;0;0;0;0;
5;243418;544486;3278;0;5;517268;359367;14;0;5;368455;490980;1626;0;5;501927;386374;0;0;5;442276;410880;1420;0;5;331806;519376;9585;0;5;294480;551664;748;0;5;250011;566885;29143;0;5;215756;580436;1181;0;5;453439;433001;0;0;0;0;0;0;0;0;0;0;0;0;
5;585211;255475;0;0;5;551001;317545;0;0;5;343477;488391;3037;0;5;444107;430716;1067;0;5;247626;564107;12637;0;5;403897;424451;0;0;5;514519;353593;0;0;5;448365;415265;0;0;5;209833;600770;4645;0;5;432737;419910;5611;0;0;0;0;0;0;0;0;0;0;0;
5;281147;495760;22168;0;5;243879;555141;2515;0;5;479260;370370;5578;0;5;328360;512510;20;0;5;380871;470330;1068;0;5;422198;402993;2572;0;5;338762;511560;15849;0;5;289287;530314;4275;0;5;446677;357407;1002;0;5;354724;493809;111;0;0;0;0;0;0;0;0;0;0;0;
5;293295;502419;3238;0;5;417429;423216;86;0;5;351050;506802;92;0;5;348104;498121;197;0;5;346970;489698;7565;0;5;583251;281696;0;0;5;525681;317099;2436;0;5;483970;381076;14261;0;5;538378;334594;0;0;5;377942;484914;149;0;0;0;0;0;0;0;0;0;0;0;
