5;148833;325495;15481;1631;1602;299627;199378;3775;3444;3429;307677;204915;5085;5053;5058;295935;198587;6978;6834;6839;202577;272275;16529;8521;8438;209902;247411;31218;9837;9763;182962;272294;15893;11065;11052;136209;306066;27029;12389;12325;144426;295298;34539;13968;13935;221944;242141;16554;15063;15031;214125;243196;16709;16499;16504;181351;263360;18164;17899;17904;155290;284712;20144;19354;19349;209754;222380;30414;20752;20717;69355;328344;36882;22109;21964;188443;257217;23252;23044;23049;162295;260408;43087;24309;24225;80430;307135;64087;25644;25502;116748;276656;51450;26863;26774;235704;196043;35337;27838;27804;113054;284909;46362;29094;28999;170527;241099;47659;30319;30276;127234;274725;48174;31421;31347;215377;202467;34259;32621;32626;134667;262837;60742;33920;33910;188092;218025;54189;35213;35100;81692;298461;59317;36280;36111;94170;280874;72073;37444;37380;112607;270596;66018;38621;38461;209320;203679;41677;39701;39695;164088;241002;51276;40771;40761;124588;267888;55938;41875;41841;86111;284841;76412;43328;43201;187880;223890;47433;44265;44239;85764;282202;78941;45629;45438;135503;247077;68185;46626;46547;145378;250879;57721;47570;47545;87482;287608;57856;48803;48637;48637;48637;48637;48637;48637;48637;48637;48637;
5;368120;144888;1554;1511;1516;85333;359559;35712;3487;3389;183050;297500;20600;4917;4913;145550;318837;23182;6360;6284;135705;308318;29044;7671;7608;293181;201588;9053;8949;8954;129866;320171;18179;10438;10395;148497;290749;23792;11625;11574;163591;293347;13208;12878;12883;151892;286612;38240;14635;14590;199522;255232;19187;15860;15854;206226;250742;20087;17510;17481;281417;178421;18997;18780;18785;283657;186029;20225;20157;20162;214300;222344;23781;21781;21773;143602;258311;60032;23077;22992;252242;205605;24349;24259;24264;189296;250208;26488;25444;25428;88406;303310;54346;26942;26847;220491;212436;29951;28323;28282;143802;262801;45510;29628;29599;179838;239922;33496;30753;30679;181088;241491;49616;32127;32102;194037;230035;34877;33531;33482;190173;217811;49381;35129;35076;110408;282726;53276;36153;36108;128879;263646;57379;37584;37512;182039;222985;56834;38656;38578;195237;207849;59839;40084;40059;55287;302868;83423;41031;40970;186094;226600;52443;42107;42091;112384;254497;91828;43278;43198;173133;237685;44564;44197;44214;101644;271813;77456;45354;45293;141993;251660;57826;46436;46396;171455;224303;67592;47320;47297;136773;238066;85662;48333;48253;165498;241236;50241;49406;49406;49406;49406;49406;49406;49406;49406;49406;49406;
5;179485;291426;17554;1801;1793;190321;289696;18514;3625;3581;85344;352486;22592;5299;5130;290266;202872;7108;6690;6695;216444;264345;12207;8089;8085;246286;219783;13426;9560;9517;219304;244883;12817;10959;10923;143815;304090;26378;12548;12496;272759;195501;14556;14078;14083;153264;275671;27260;15652;15592;144236;277064;39934;17210;17072;191763;265184;18480;18214;18217;185050;241655;32095;19439;19419;40013;347541;46714;20647;20487;145269;267390;31340;21911;21819;154134;274493;33580;22934;22839;263833;189982;24197;24094;24099;247412;188359;26330;25485;25471;127495;286089;31734;26882;26841;204946;229642;28694;28215;28220;157632;266701;30572;29350;29353;146337;265523;37460;30558;30464;174342;240519;50702;31896;31872;114547;281522;49372;33217;33174;111130;283887;42571;34300;34235;160789;241594;53630;35411;35337;200824;212492;52102;36629;36592;176848;236551;44729;37699;37678;179660;228656;61182;38840;38816;177737;230235;43576;40100;40068;186259;225774;43196;41198;41167;173878;228474;58606;42205;42151;180032;211532;77957;43364;43249;136937;253350;57713;44646;44414;174796;234161;47334;45624;45589;110154;272465;70508;46745;46624;147411;245890;66631;47599;47586;117706;260236;75404;48652;48520;48517;48517;48517;48517;48517;48517;48517;48517;
5;202402;268330;22139;1473;1401;144878;307696;28141;3240;3219;125327;324123;30204;4860;4726;178057;284370;16149;6493;6461;178757;290399;14240;8101;8067;90500;335278;45118;9626;9544;203884;260018;24997;11197;11130;257089;201657;16239;12618;12581;243365;202538;34270;13987;13977;85964;319808;56888;15444;15398;230039;218871;37117;16826;16786;192266;249712;31713;18098;18092;272033;184527;19942;19672;19677;220472;225696;33873;21259;21244;191600;243601;29116;22595;22588;126236;274468;64384;24189;24173;116577;290664;37371;25470;25396;167466;243926;68043;26650;26601;172591;250319;34229;28045;27984;116339;280447;65489;29581;29429;189587;243607;30416;30243;30222;254796;187651;31645;31379;31384;82592;305611;40662;32844;32703;139627;258699;48216;33848;33752;74168;298156;81098;34770;34742;145054;258162;57947;35942;35855;109142;280170;57322;36919;36774;113630;273939;63522;38183;38028;166157;249812;42787;39125;39117;139366;266679;42179;40290;40270;153651;250026;55564;41742;41578;79406;292642;78226;42815;42699;134150;260820;69193;43874;43830;128365;264905;62018;44878;44832;177377;227858;57144;45950;45920;64482;300360;78867;47131;46890;160424;243081;62120;48077;48066;151210;246958;64225;49149;49109;49093;49093;49093;49093;49093;49093;49093;49093;
5;98827;355541;26304;1815;1777;239113;231900;5995;3413;3377;136579;320689;18680;4859;4727;178533;297409;7523;6101;6106;160767;298728;23749;7747;7691;214233;247758;26226;9306;9287;164869;279029;22549;10698;10602;200970;244412;27700;12295;12205;273478;202527;13795;13759;13764;235614;232527;15462;15286;15291;126899;301958;23909;16613;16544;85049;318825;43460;18090;18009;238497;217173;19346;19211;19216;317662;143473;20661;20554;20559;126757;284269;44328;21853;21771;106241;304199;37713;23371;23253;73224;317068;48652;24285;24202;196358;233958;34507;25426;25396;88400;310531;35109;26584;26544;86588;298268;53535;28036;27814;116831;277783;48949;28960;28870;162963;247233;49285;30034;29967;152573;256390;45208;31295;31244;73839;297920;70845;32372;32270;198021;213716;38596;33455;33435;215854;195850;41505;34723;34691;130576;269411;40242;35756;35700;148915;243850;52698;36904;36873;154240;234643;64217;38274;38265;147660;248054;44643;39303;39286;129170;248931;76241;40632;40496;237221;187209;41700;41547;41546;170635;233974;45214;42545;42517;126151;262659;63069;43580;43510;162892;236015;49074;44667;44598;119214;261167;67097;45717;45622;166528;229615;57996;46801;46763;173315;236505;48232;47757;47752;47752;47752;47752;47752;47752;47752;47752;47752;
5;239936;253136;1935;1822;1761;50890;376770;37208;3550;3458;178700;282746;14539;4952;4906;216712;254500;17078;6491;6433;35504;375373;37175;7969;7707;248978;224897;12192;9339;9315;231426;232475;12801;10723;10707;228477;232961;12555;12268;12273;209385;243218;27180;13802;13784;235160;230909;15337;15160;15165;200030;240975;18656;16441;16434;222353;237584;17719;17652;17657;135891;289956;33670;18973;18942;103518;295306;37981;20143;20027;157005;255474;44178;21178;21145;169429;241786;40889;22417;22281;286240;163512;23785;23420;23425;152862;251662;49486;24670;24613;159416;260199;27753;25762;25756;123176;273500;32573;26848;26811;114260;281679;45858;28052;27990;161057;248080;50124;29450;29437;205415;215649;43865;30641;30610;115143;277139;49556;31731;31670;189406;218298;35469;32771;32726;208867;211394;39358;34016;33985;182989;230178;36425;35108;35101;142762;256102;47325;36307;36247;91888;287273;51510;37453;37398;193981;216017;47442;38419;38379;184167;224833;41298;39644;39635;122609;266908;51654;40727;40665;190570;223062;44291;41716;41677;175024;229377;45556;42955;42933;139140;249688;60133;44232;44181;130796;256704;60051;45206;45162;110889;266370;55450;46076;46000;118429;260768;67039;47202;47139;47105;47105;47105;47105;47105;47105;47105;47105;
5;223700;261434;13079;1756;1709;309318;202308;3458;3375;3380;209963;265952;9682;4822;4802;194289;274598;9173;6400;6385;210268;256635;16185;8150;8093;81299;352216;19324;9494;9438;132051;305608;29212;11183;11144;155666;299934;14529;12569;12536;125427;308402;23127;13838;13794;201638;257232;15951;15210;15195;221509;221503;29774;16549;16541;211768;234063;18315;17881;17886;208170;238784;26716;19174;19137;205666;222785;24525;20707;20516;191613;247621;22561;21832;21837;117815;290246;50634;23507;23415;130013;289518;27177;24504;24492;136479;271428;33957;25815;25767;170551;241292;57312;27163;27128;181900;244946;34477;28437;28339;177654;234213;45110;29447;29379;218633;211141;35994;30514;30511;164199;241932;45946;31638;31593;215697;205362;38626;32776;32745;214162;215095;34202;33979;33984;175915;234636;42834;35245;35178;112526;271137;71518;36583;36345;185163;227463;38699;37545;37537;160411;234392;65931;38444;38390;119588;274746;44363;39510;39497;219218;208754;40805;40812;40727;129738;260464;54659;41962;41894;179686;234213;44024;42900;42905;212143;201064;46661;43950;43927;156759;235523;59584;45069;44993;197676;215933;46407;46039;46020;175992;223438;59218;47198;47170;220859;194127;48449;48155;48155;48155;48155;48155;48155;48155;48155;48155;48155;
5;293894;206392;1896;1433;1408;145135;327492;14203;2986;2946;163740;303149;28055;4672;4618;202525;280101;6476;6246;6251;194188;277876;7891;7766;7771;198772;257778;13480;9006;8999;200060;275776;10844;10772;10777;110272;322363;27349;12449;12404;229533;220850;17458;13865;13806;150338;286836;35982;15259;15216;119017;306856;32993;17055;16946;106951;306572;22482;18294;18210;176943;255674;24650;19506;19436;99733;311650;35251;20558;20492;234463;210262;22076;21823;21827;187852;230407;44865;23321;23274;144698;268681;31963;24721;24641;239349;195732;37272;25947;25910;111525;289695;44171;27453;27363;168039;241543;54668;28681;28679;156940;247843;38990;29909;29731;233001;202949;30987;30922;30927;151336;252907;56665;32191;32090;141377;253057;42516;33553;33490;147530;245987;65837;34696;34639;96290;281321;57538;36020;35865;145499;252225;54636;37016;36947;146503;254093;44718;38165;38107;152340;237109;52468;39134;39055;103494;279348;63552;39964;39916;113368;271477;58956;41050;41016;206310;207210;45301;42084;42026;131705;257334;51745;43229;43139;137311;249197;63681;44420;44417;100828;273428;64717;45543;45463;173442;229432;57182;46404;46307;81787;284526;79243;47650;47479;182692;218960;53146;48626;48581;48581;48581;48581;48581;48581;48581;48581;48581;
5;131066;339102;28439;1843;1808;204922;281513;8184;3449;3399;189021;293293;16165;5208;5180;287232;215327;6830;6781;6731;115909;334400;23954;8283;8232;178845;284662;16715;9775;9755;212074;242239;13902;11253;11228;111595;322095;20378;12856;12647;187857;274403;14166;13940;13945;115398;317616;25817;15577;15493;211693;242947;18829;16935;16871;230382;223599;19999;18205;18187;137029;293902;33038;19526;19469;151310;271418;32973;20981;20970;207164;235525;22952;22414;22410;91960;313654;35608;24005;23836;143510;267452;35974;25119;25024;127528;289148;36718;26172;26123;128153;272807;38738;27294;27199;91092;295484;67816;28341;28243;155935;259063;35344;29637;29537;172703;249466;38141;30887;30862;154021;252107;36694;32134;32089;179622;240035;38384;33297;33207;175969;239416;35488;34191;34185;230252;183188;36612;35507;35512;41242;319442;64068;36774;36539;215414;194170;54146;37803;37768;168552;230184;59158;38982;38934;110271;273710;61437;40157;40009;215634;198780;43427;41054;41030;103336;269643;66012;42123;42053;171536;232123;47716;43292;43275;75046;294375;58770;44358;44241;233546;178675;45682;45305;45310;139938;254848;54351;46551;46499;179411;224110;61775;47466;47441;150612;237982;75817;48770;48684;48684;48684;48684;48684;48684;48684;48684;48684;
5;271135;228275;6143;1805;1786;154564;319004;28030;3594;3555;188957;277032;39836;5393;5366;319261;182120;7257;7144;7149;201901;272890;25093;9194;9153;124897;312576;60178;10574;10473;181907;279001;25096;12421;12355;193214;271347;31305;13892;13888;199167;270337;24222;15422;15374;186469;253624;37408;16847;16804;91131;318918;37348;17983;17857;72229;337702;45826;18929;18861;254109;196400;20365;20109;20114;178745;253836;41205;21474;21397;113254;303928;40350;22744;22701;176461;242718;49940;23950;23909;131390;277257;41880;25418;25373;191394;230587;40381;26518;26487;126392;289877;29548;27820;27799;175162;247340;33032;29274;29260;235053;211012;30872;30642;30647;169434;240164;34474;31978;31911;161996;253654;36389;33253;33155;117782;262253;80727;34295;34241;131316;248816;73388;35647;35582;160080;244272;46768;36952;36843;236905;194318;38023;37933;37938;141972;235261;82205;39053;39008;187507;222432;44467;40166;40124;149668;248264;63946;41149;41094;164979;238728;52487;42334;42280;183781;229921;44107;43489;43453;190069;223640;44891;44474;44479;56359;301761;78445;45627;45391;182583;221661;59108;46574;46545;75370;291054;70967;47766;47562;115404;266784;72288;48623;48538;213058;195187;58458;49634;49615;49615;49615;49615;49615;49615;49615;49615;49615;
